8,9,444
8,10,549
8,11,506
8,12,527
8,13,525
8,14,454
8,15,515
8,16,428
8,17,388
8,18,593
8,19,488
8,20,372
8,21,394
8,22,373
8,23,442
8,24,444
8,25,448
8,26,692
8,27,413
8,28,424
8,29,505
8,30,573
8,31,568
8,32,482
8,33,378
8,34,450
8,35,509
8,36,702
8,37,597
8,38,467
8,39,434
8,40,483
8,41,380
8,42,399
8,43,495
8,44,884
8,45,361
8,46,442
8,47,427
8,48,388
8,49,410
8,50,358
8,51,408
8,52,370
8,53,412
8,54,432
8,55,488
8,56,6097
8,57,544
8,58,409
8,59,975
8,60,409
8,61,695
8,62,412
8,63,479
9,8,193
9,10,53
9,11,115
9,12,12
9,13,2
9,14,141
9,15,122
9,17,258
9,18,126
9,19,1
9,20,18
9,24,18
9,25,453
9,26,18
9,28,10
9,30,181
9,31,52
9,32,26
9,33,12
9,34,20
9,36,233
9,37,54
9,38,96
9,40,87
9,41,108
9,42,528
9,43,7
9,44,184
9,46,69
9,47,3
9,48,203
9,50,35
9,51,30
9,54,78
9,55,98
9,56,4725
9,57,580
9,58,39
9,59,65
9,60,2
9,62,32
9,63,104
10,8,515
10,9,146
10,11,161
10,12,773
10,13,151
10,14,475
10,15,254
10,16,105
10,17,115
10,18,275
10,19,105
10,20,233
10,21,94
10,22,157
10,23,145
10,24,134
10,25,672
10,26,193
10,27,90
10,28,187
10,29,141
10,30,201
10,31,388
10,32,221
10,33,137
10,34,200
10,35,104
10,36,343
10,37,234
10,38,255
10,39,166
10,40,317
10,41,176
10,42,181
10,43,116
10,44,560
10,45,122
10,46,147
10,47,111
10,48,151
10,49,151
10,50,147
10,51,130
10,52,135
10,53,111
10,54,196
10,55,264
10,56,6222
10,57,687
10,58,149
10,59,151
10,60,100
10,61,105
10,62,298
10,63,239
11,8,401
11,9,239
11,10,249
11,12,305
11,13,225
11,14,225
11,15,338
11,16,225
11,17,225
11,18,265
11,19,225
11,20,225
11,21,225
11,22,225
11,23,227
11,24,241
11,25,225
11,26,225
11,27,225
11,28,227
11,29,225
11,30,331
11,31,225
11,32,372
11,33,247
11,34,235
11,35,225
11,36,444
11,37,330
11,38,324
11,39,225
11,40,295
11,41,273
11,42,303
11,43,225
11,44,386
11,45,225
11,46,376
11,47,225
11,48,249
11,49,225
11,50,265
11,51,255
11,52,225
11,53,225
11,54,231
11,55,321
11,56,6347
11,57,507
11,58,255
11,59,225
11,60,245
11,61,225
11,62,234
11,63,314
12,8,285
12,9,4
12,10,605
12,11,66
12,13,40
12,14,109
12,15,132
12,16,32
12,17,12
12,18,742
12,19,30
12,20,136
12,22,75
12,23,42
12,24,134
12,25,65
12,26,117
12,27,150
12,28,30
12,30,339
12,32,113
12,33,12
12,34,105
12,35,110
12,36,317
12,37,134
12,38,49
12,40,679
12,41,186
12,42,401
12,43,577
12,44,318
12,45,322
12,46,429
12,47,269
12,48,346
12,49,590
12,50,56
12,51,259
12,52,144
12,53,179
12,54,262
12,55,239
12,56,7083
12,57,986
12,58,173
12,59,412
12,60,126
12,61,372
12,62,338
12,63,286
13,8,266
13,9,6
13,10,44
13,11,45
13,12,46
13,14,207
13,15,132
13,16,22
13,17,281
13,18,220
13,20,29
13,21,21
13,22,44
13,24,106
13,25,71
13,26,68
13,28,116
13,30,80
13,31,12
13,32,44
13,33,12
13,34,708
13,36,243
13,37,123
13,38,133
13,39,29
13,40,514
13,41,48
13,42,106
13,43,354
13,44,259
13,46,16
13,47,283
13,48,139
13,50,48
13,51,30
13,54,55
13,55,150
13,56,6315
13,57,1052
13,58,70
13,60,36
13,61,28
13,62,676
13,63,122
14,8,247
14,9,355
14,10,553
14,11,45
14,12,386
14,13,605
14,15,362
14,16,334
14,17,268
14,18,339
14,19,46
14,20,172
14,21,320
14,22,112
14,23,324
14,24,216
14,25,666
14,26,315
14,28,223
14,29,360
14,30,447
14,31,326
14,32,438
14,33,462
14,34,377
14,35,462
14,36,315
14,37,361
14,38,403
14,39,8
14,40,473
14,41,48
14,42,272
14,43,160
14,44,581
14,45,121
14,46,344
14,47,758
14,48,251
14,49,225
14,50,90
14,51,30
14,52,721
14,53,210
14,54,338
14,55,606
14,56,6559
14,57,986
14,58,317
14,59,17
14,60,90
14,61,155
14,62,317
14,63,117
15,8,731
15,9,610
15,10,652
15,11,610
15,12,660
15,13,660
15,14,787
15,16,610
15,17,550
15,18,642
15,19,560
15,20,584
15,21,595
15,22,579
15,23,615
15,24,635
15,25,676
15,26,660
15,27,485
15,28,637
15,29,585
15,30,1046
15,31,678
15,32,635
15,33,549
15,34,660
15,35,635
15,36,841
15,37,1356
15,38,747
15,39,545
15,40,708
15,41,513
15,42,1071
15,43,610
15,44,726
15,45,560
15,46,724
15,47,544
15,48,635
15,49,637
15,50,419
15,51,475
15,52,505
15,53,635
15,54,671
15,55,614
15,56,4811
15,57,784
15,58,572
15,59,600
15,60,580
15,61,615
15,62,831
15,63,673
16,8,250
16,10,21
16,11,45
16,12,8
16,13,26
16,14,154
16,15,122
16,17,62
16,18,230
16,19,70
16,20,425
16,21,4
16,22,114
16,23,100
16,24,104
16,25,341
16,26,27
16,27,480
16,28,176
16,30,277
16,31,40
16,32,821
16,33,12
16,34,71
16,35,88
16,36,266
16,37,161
16,38,130
16,40,580
16,41,210
16,42,425
16,43,893
16,44,634
16,45,217
16,46,288
16,47,206
16,48,307
16,49,340
16,50,141
16,51,131
16,52,133
16,53,182
16,54,653
16,55,348
16,56,5903
16,57,935
16,58,315
16,59,318
16,60,453
16,61,180
16,62,378
16,63,200
17,8,165
17,9,379
17,10,25
17,11,45
17,12,23
17,13,207
17,14,120
17,15,182
17,16,62
17,18,71
17,21,9
17,22,543
17,24,24
17,25,20
17,26,387
17,27,15
17,28,14
17,30,113
17,31,6
17,32,114
17,33,12
17,34,116
17,36,158
17,37,106
17,38,103
17,40,79
17,41,48
17,42,6
17,43,190
17,44,125
17,45,65
17,47,10
17,48,2
17,50,24
17,51,30
17,54,18
17,55,96
17,56,5275
17,57,346
17,60,2
17,61,7
17,62,56
17,63,108
18,8,385
18,9,273
18,10,330
18,11,147
18,12,1069
18,13,439
18,14,564
18,15,276
18,16,473
18,17,89
18,19,367
18,20,215
18,21,177
18,22,162
18,23,346
18,24,414
18,25,420
18,26,92
18,27,406
18,28,230
18,29,102
18,30,338
18,31,261
18,32,34
18,33,340
18,34,407
18,35,623
18,36,611
18,37,316
18,38,416
18,39,112
18,40,432
18,41,70
18,42,82
18,43,327
18,44,149
18,45,53
18,46,25
18,48,40
18,49,155
18,50,66
18,51,30
18,52,44
18,53,10
18,54,16
18,55,96
18,56,5533
18,57,400
18,58,35
18,59,60
18,60,55
18,61,36
18,62,246
18,63,105
19,8,209
19,9,5
19,10,21
19,11,45
19,12,12
19,14,34
19,15,112
19,16,36
19,18,166
19,20,80
19,22,32
19,26,71
19,28,431
19,29,56
19,30,59
19,32,80
19,33,12
19,34,2
19,35,25
19,36,146
19,37,195
19,38,134
19,40,111
19,41,48
19,42,36
19,43,2
19,44,250
19,46,143
19,48,48
19,50,24
19,51,30
19,54,20
19,55,96
19,56,5943
19,57,666
19,58,86
19,60,92
19,62,21
19,63,90
20,8,177
20,9,22
20,10,153
20,11,45
20,12,81
20,13,45
20,14,172
20,15,148
20,16,563
20,18,132
20,19,106
20,22,8
20,23,240
20,24,32
20,25,110
20,26,71
20,28,35
20,30,666
20,31,21
20,32,72
20,33,50
20,34,88
20,35,550
20,36,336
20,37,208
20,38,132
20,39,66
20,40,96
20,41,63
20,42,43
20,43,20
20,44,178
20,45,15
20,46,234
20,48,25
20,49,35
20,50,46
20,51,30
20,52,295
20,53,41
20,54,17
20,55,126
20,56,6102
20,57,195
20,58,82
20,59,10
20,60,48
20,61,39
20,62,38
20,63,125
21,8,174
21,10,38
21,11,45
21,13,5
21,14,104
21,15,119
21,16,12
21,17,13
21,18,308
21,22,4
21,24,149
21,26,24
21,28,82
21,30,73
21,32,19
21,33,12
21,34,8
21,35,483
21,36,94
21,37,117
21,38,14
21,40,56
21,41,48
21,42,38
21,43,93
21,44,102
21,48,15
21,50,55
21,51,37
21,54,6
21,55,244
21,56,6324
21,57,203
21,58,3
21,60,26
21,62,21
21,63,96
22,8,157
22,10,66
22,11,45
22,12,75
22,13,76
22,14,120
22,15,149
22,16,66
22,17,279
22,18,62
22,19,64
22,20,32
22,21,20
22,23,36
22,24,18
22,25,32
22,28,36
22,29,30
22,30,76
22,31,32
22,32,21
22,33,70
22,34,2
22,35,72
22,36,172
22,37,160
22,38,493
22,40,76
22,41,102
22,42,50
22,43,78
22,44,128
22,45,45
22,46,50
22,47,85
22,48,41
22,49,124
22,50,46
22,51,152
22,53,30
22,54,98
22,55,93
22,56,6454
22,57,381
22,58,14
22,59,45
22,60,78
22,61,100
22,62,103
22,63,98
23,8,202
23,10,45
23,11,55
23,12,16
23,14,142
23,15,123
23,16,40
23,18,150
23,20,242
23,22,20
23,25,12
23,28,72
23,30,70
23,32,114
23,33,12
23,34,45
23,35,6
23,36,60
23,37,160
23,38,22
23,39,59
23,40,103
23,41,48
23,42,374
23,43,49
23,44,194
23,46,238
23,47,14
23,48,55
23,50,66
23,51,30
23,53,16
23,54,22
23,55,84
23,56,4082
23,57,387
23,58,264
23,59,26
23,60,4
23,61,409
23,62,48
23,63,149
24,8,234
24,9,35
24,10,42
24,11,65
24,12,121
24,13,89
24,14,64
24,15,127
24,16,72
24,17,60
24,18,247
24,20,22
24,21,126
24,22,12
24,25,102
24,26,71
24,27,365
24,28,58
24,29,19
24,30,228
24,31,91
24,32,85
24,33,12
24,34,16
24,36,247
24,37,191
24,38,147
24,40,111
24,41,48
24,42,150
24,43,76
24,44,492
24,46,64
24,47,72
24,48,75
24,49,26
24,50,284
24,51,30
24,52,30
24,53,325
24,54,40
24,55,102
24,56,5117
24,57,367
24,58,54
24,60,21
24,61,110
24,62,77
24,63,98
25,8,222
25,9,279
25,10,647
25,11,45
25,12,40
25,13,51
25,14,256
25,15,148
25,16,288
25,17,33
25,18,181
25,20,132
25,22,22
25,23,10
25,24,106
25,26,15
25,27,130
25,28,260
25,29,255
25,30,61
25,31,28
25,32,94
25,33,24
25,34,22
25,35,32
25,36,207
25,37,116
25,38,110
25,39,12
25,40,64
25,41,48
25,42,247
25,43,61
25,44,289
25,46,36
25,47,16
25,48,28
25,50,24
25,51,32
25,53,12
25,54,9
25,55,135
25,56,5217
25,57,280
25,58,128
25,60,158
25,61,11
25,62,51
25,63,137
26,8,439
26,9,11
26,10,93
26,11,45
26,12,91
26,13,60
26,14,63
26,15,132
26,16,14
26,17,204
26,18,36
26,19,140
26,20,51
26,21,34
26,24,74
26,25,23
26,28,70
26,30,92
26,31,44
26,32,58
26,33,92
26,34,20
26,35,13
26,36,299
26,37,119
26,38,42
26,40,211
26,41,60
26,42,96
26,43,23
26,44,239
26,45,70
26,46,260
26,47,21
26,48,63
26,49,115
26,50,39
26,51,58
26,53,24
26,54,35
26,55,904
26,56,5574
26,57,604
26,58,48
26,59,67
26,60,799
26,61,94
26,62,243
26,63,119
27,8,161
27,10,18
27,11,45
27,12,128
27,15,97
27,16,286
27,17,3
27,18,180
27,24,259
27,25,28
27,28,82
27,30,40
27,33,12
27,36,184
27,37,142
27,38,185
27,40,68
27,41,48
27,42,38
27,43,14
27,44,187
27,45,480
27,46,156
27,48,48
27,49,10
27,50,519
27,51,30
27,53,320
27,54,18
27,55,111
27,56,5892
27,57,216
27,58,72
27,60,102
27,62,61
27,63,103
28,8,185
28,9,26
28,10,137
28,11,55
28,12,38
28,13,155
28,14,179
28,15,161
28,16,168
28,17,16
28,18,126
28,19,597
28,20,125
28,21,100
28,22,54
28,23,136
28,24,114
28,25,226
28,26,79
28,27,104
28,29,30
28,30,341
28,31,69
28,32,304
28,33,114
28,34,74
28,35,632
28,36,877
28,37,109
28,38,216
28,39,3
28,40,876
28,41,48
28,42,698
28,43,57
28,44,168
28,45,58
28,46,26
28,47,88
28,48,166
28,49,30
28,50,128
28,51,30
28,54,6
28,55,96
28,56,6025
28,57,406
28,58,28
28,60,70
28,61,32
28,62,89
28,63,91
29,8,291
29,10,44
29,11,45
29,14,130
29,15,117
29,18,40
29,19,174
29,22,12
29,24,10
29,25,500
29,28,12
29,30,586
29,32,38
29,33,12
29,34,39
29,35,15
29,36,148
29,37,144
29,38,23
29,39,75
29,40,56
29,41,48
29,42,6
29,44,109
29,46,17
29,47,69
29,48,2
29,50,40
29,51,30
29,54,13
29,55,105
29,56,4371
29,57,235
29,58,28
29,60,32
29,61,8
29,62,14
29,63,107
30,8,459
30,9,221
30,10,159
30,11,175
30,12,534
30,13,108
30,14,230
30,15,679
30,16,537
30,17,116
30,18,225
30,19,94
30,20,1079
30,21,131
30,22,115
30,23,116
30,24,416
30,25,68
30,26,106
30,27,92
30,28,491
30,29,361
30,31,260
30,32,545
30,33,94
30,34,658
30,35,150
30,36,480
30,37,187
30,38,1015
30,39,92
30,40,125
30,41,73
30,42,62
30,43,105
30,44,232
30,45,6
30,46,6
30,47,309
30,48,56
30,49,26
30,50,48
30,51,232
30,52,22
30,53,24
30,54,95
30,55,252
30,56,6436
30,57,393
30,58,70
30,59,48
30,60,163
30,61,51
30,62,369
30,63,112
31,8,268
31,9,22
31,10,530
31,11,45
31,13,4
31,14,93
31,15,147
31,16,16
31,17,2
31,18,137
31,20,29
31,22,20
31,24,64
31,25,20
31,26,29
31,28,64
31,30,193
31,32,14
31,33,12
31,34,46
31,36,118
31,37,175
31,38,98
31,40,55
31,41,48
31,42,21
31,43,6
31,44,231
31,45,285
31,46,246
31,47,8
31,48,16
31,50,58
31,51,36
31,52,284
31,54,578
31,55,134
31,56,6266
31,57,777
31,58,40
31,60,23
31,62,365
31,63,96
32,8,274
32,9,36
32,10,182
32,11,320
32,12,167
32,13,103
32,14,334
32,15,127
32,16,673
32,17,158
32,18,46
32,19,166
32,20,119
32,21,45
32,22,85
32,23,268
32,24,81
32,25,122
32,26,83
32,28,444
32,29,79
32,30,426
32,31,32
32,33,52
32,34,343
32,35,290
32,36,241
32,37,198
32,38,378
32,40,623
32,41,239
32,42,786
32,43,984
32,44,345
32,45,345
32,46,863
32,47,508
32,48,342
32,49,1222
32,50,32
32,51,180
32,52,390
32,53,365
32,54,414
32,55,254
32,56,5687
32,57,1393
32,58,235
32,59,629
32,60,365
32,61,671
32,62,672
32,63,395
33,8,222
33,9,60
33,10,105
33,11,107
33,12,60
33,13,60
33,14,170
33,15,177
33,16,60
33,17,60
33,18,188
33,19,60
33,20,74
33,21,60
33,22,86
33,23,60
33,24,60
33,25,64
33,26,124
33,27,60
33,28,142
33,29,60
33,30,100
33,31,60
33,32,84
33,34,60
33,35,60
33,36,383
33,37,168
33,38,124
33,39,60
33,40,117
33,41,314
33,42,135
33,43,60
33,44,205
33,45,60
33,46,60
33,47,70
33,48,88
33,49,60
33,50,84
33,51,90
33,52,60
33,53,60
33,54,69
33,55,166
33,56,5029
33,57,402
33,58,112
33,59,60
33,60,92
33,61,60
33,62,129
33,63,175
34,8,207
34,9,50
34,10,91
34,11,70
34,12,126
34,13,423
34,14,105
34,15,132
34,16,48
34,17,120
34,18,259
34,19,10
34,20,56
34,21,32
34,22,5
34,23,75
34,24,20
34,25,46
34,26,50
34,28,69
34,29,68
34,30,600
34,31,111
34,32,325
34,33,12
34,35,67
34,36,284
34,37,209
34,38,121
34,39,83
34,40,132
34,41,48
34,42,6
34,43,67
34,44,250
34,46,25
34,47,38
34,49,44
34,50,100
34,51,30
34,52,44
34,53,29
34,54,16
34,55,149
34,56,5543
34,57,573
34,58,139
34,60,32
34,61,120
34,62,177
34,63,122
35,8,249
35,10,32
35,11,45
35,12,102
35,14,226
35,15,127
35,16,56
35,18,292
35,19,5
35,20,390
35,21,161
35,22,54
35,23,30
35,25,35
35,26,20
35,28,450
35,29,13
35,30,99
35,32,128
35,33,12
35,34,43
35,36,165
35,37,493
35,38,237
35,39,16
35,40,213
35,41,48
35,42,73
35,43,12
35,44,419
35,46,252
35,47,12
35,48,38
35,50,24
35,51,30
35,52,14
35,53,71
35,54,426
35,55,124
35,56,5291
35,57,742
35,58,149
35,60,457
35,61,28
35,62,55
35,63,107
36,8,677
36,9,400
36,10,456
36,11,324
36,12,475
36,13,393
36,14,470
36,15,413
36,16,459
36,17,322
36,18,581
36,19,239
36,20,475
36,21,130
36,22,198
36,23,100
36,24,393
36,25,313
36,26,381
36,27,236
36,28,805
36,29,249
36,30,439
36,31,208
36,32,416
36,33,549
36,34,503
36,35,255
36,37,326
36,38,363
36,39,92
36,40,490
36,41,456
36,42,335
36,43,159
36,44,563
36,45,246
36,46,271
36,47,312
36,48,382
36,49,224
36,50,278
36,51,161
36,52,168
36,53,124
36,54,647
36,55,175
36,56,5987
36,57,430
36,58,250
36,59,166
36,60,235
36,61,274
36,62,263
36,63,254
37,8,500
37,9,214
37,10,326
37,11,339
37,12,308
37,13,323
37,14,374
37,15,787
37,16,358
37,17,310
37,18,468
37,19,378
37,20,409
37,21,310
37,22,334
37,23,432
37,24,425
37,25,330
37,26,321
37,27,314
37,28,325
37,29,361
37,30,360
37,31,320
37,32,377
37,33,324
37,34,356
37,35,494
37,36,408
37,38,348
37,39,210
37,40,289
37,41,258
37,42,255
37,43,226
37,44,377
37,45,210
37,46,228
37,47,270
37,48,245
37,49,210
37,50,263
37,51,268
37,52,218
37,53,210
37,54,291
37,55,290
37,56,6670
37,57,705
37,58,252
37,59,210
37,60,214
37,61,210
37,62,239
37,63,313
38,8,269
38,9,122
38,10,187
38,11,179
38,12,55
38,13,161
38,14,241
38,15,243
38,16,104
38,17,88
38,18,227
38,19,144
38,20,136
38,21,62
38,22,485
38,23,38
38,24,149
38,25,117
38,26,75
38,27,245
38,28,201
38,29,48
38,30,1082
38,31,137
38,32,302
38,33,96
38,34,174
38,35,318
38,36,345
38,37,197
38,39,196
38,40,288
38,41,464
38,42,197
38,43,647
38,44,479
38,45,117
38,46,164
38,47,269
38,48,295
38,49,173
38,50,129
38,51,231
38,52,101
38,53,99
38,54,128
38,55,230
38,56,6553
38,57,651
38,58,62
38,60,35
38,61,30
38,62,183
38,63,805
39,8,159
39,10,52
39,11,45
39,13,31
39,14,8
39,15,109
39,18,44
39,20,64
39,23,69
39,25,60
39,28,7
39,29,218
39,30,79
39,33,12
39,34,33
39,35,16
39,36,78
39,37,42
39,38,162
39,40,48
39,41,48
39,42,21
39,43,30
39,44,118
39,46,381
39,47,20
39,48,20
39,49,12
39,50,203
39,51,30
39,52,32
39,53,514
39,54,6
39,55,237
